,Title,Label,News
764,अस्थायी शिक्षकको परीक्षा तोकियो,news,काठमाडौँ — शिक्षक सेवा आयोगले खुला प्रतिस्पर्धाभन्दा पहिला अस्थायी शिक्षकबीच आन्तरिक प्रतिस्पर्धाका लागि परीक्षा लिने भएको छ । ४ पटकसम्म स्थगित अस्थायी शिक्षकको परीक्षा असार २९ र ३० गते लिइने आयोगले जनाएको छ । 
765,"संघ र प्रदेश सरकारबीच दूरी बढ्दै, प्रधानमन्त्री नै उदासीन",news,काठमाडौं — राजनीतिकस्तरमा संवाद नहुँदा संघ र प्रदेश सरकारबीच दूरी बढ्दै गएको छ । प्रधानमन्त्री केपी ओली नै प्रदेशका समस्या र चुनौती समाधानमा उदासीन देखिएका छन् । 
766,निर्वाचनलाई बहिष्कार गर्नु ‘आत्महत्या’ : गौतम,news,काठमाडौ — एमाले उपाध्यक्ष वामदेव गौतमले संविधानसभाको निर्वाचनलाई बहिष्कार गर्नु नेकपा–माओवादीका लागि ‘आत्महत्या’ सरह हुने बताएका छन् । उनले सो पार्टी मङ्सिर ४ गतेको निर्वाचनमा आउने भएमा गोलमेच सम्मेलनका लागि आफूहरू तयार हुने धारणा राखे । ललितपुर — एमाले महासचिव ईश्वर पोखरेल आसन्न संविधानसभा निर्वाचनका लागि आफ्नो पार्टीका उम्मेदवारको अन्तिम नामावली तय भइसकेको र घोषणा गर्नमात्र बाँकी रहेको बताएका छन् । उनले देशभरबाट आएका कार्यकर्ता कार्यक्षेत्रमा छिटो फर्किउन् भनेर घोषणा गर्न ढिला गरिएको प्रष्ट पारे ।
767,हवाइ यात्रुको चाप बढ्यो,news,"विराटनगर — सातायता विराटनगर-काठमाडौ हवाइ टिकट पाउन कठिन भएको छ । काठमाडौ — पुण्य कमाउन किन मन्दिर, मस्जिद र गुम्बा नै चाहर्नु पर्‍यो र ?"
768,युवा संघ कार्यकर्ताले प्रहरी र गाउँले कुटे,news,काठमाडौ — हतियारसहित गएका एमालेनिकट युवा संघको एक समूहले बुधबार राति कास्कीको सिल्दजुरेमा एक प्रहरी सहायक निरीक्षकसहित स्थानीय चार जनालाई कुटपिट गरी घाइते बताएका छन् । काठमाडौ — टी२० विश्वकपमा अफगानीस्तानविरुद्धको खेलमा म्यान अफ दी म्याच घोषित भएका जितेन्द्र मुखियालाई सभासद् जितेन्द्र यादवले आफ्नो एक महिनाको तलब दिने घोषणा गरेका छन् । नेपाललाई भूमिका महत्वपूर्ण भूमिका खेलेको भन्दै रौतहट ५ सभासद् बनेका यादवले मुखियालाई पुरस्कार स्वरुप तलब दिने घोषणा गरेका हुन् ।
769,जनगणना सबै जिल्लामा सुरु,news,काठमाडौ — देशभरि प्रमुख जिल्ला अधिकारीको संयोजकत्वमा राष्ट्रिय जनगणना आइतबारबाट सुरु भएको छ । यो राष्ट्रिय जनगणना २०६८ को पहिलो चरणको गणना हो । काठमाडौ — मुलुकमा राजनीतिक गतिरोध बढ्दै गएको बेला माओवादी अध्यक्ष पुष्पकमल दाहाल एक संसथाको सम्मेलनमा भाग लिने भन्दै अकास्मत थाइलेण्ड प्रस्थान गरेका छन् ।
770,खैरो हेरोइनसहित पक्राउ,news,काठमाडौ — होस्टलमा बिक्री बितरणका लागि ल्याइएको लागु औषध खैरो हेरोइन सहित प्रहरीले दुई जनालाई पक्राउ गरेको छ । काठमाडौं — सेप इभेन्टले आयोजना गरेको सातौं शैक्षिक मेलाको पहिलो दिन करिब पाँच हजारले अवलोकन गरेका छन् ।
771,कश्मीरमा तीन गोर्खा सैनिकको मृत्यु,news,"नयाँ दिल्ली — जम्मु—कश्मीरको नाउगाम सेक्टरमा केही दिन अगाडी भएको क्रस फाइरिङमा परेर भारतिय सेनामा कार्यरत तीन नेपालीको मृत्यु भएको छ । नाउगाममा भारतिय सेना र सशस्त्र समूहबीच भएको भिडन्तमा मृत्यु भएका तीन सैनिकको भारतको गोर्खा पल्टनमा कार्यरत थिए । थप एक जना भने गम्भीर घाइते भएका छन् । मृत्यु भएकामा हवलदार गिरिश गुरुङ, हवलदार डम्वरबहादुर पुन र राइफल म्यान रविन शर्मा छन् । उनीहरु क्रमश ३८, ४० र २३ वर्षका थिए । गिरीश गुरुङको घर कास्की हो भने पुनको गुल्मी हो । गुरुङ १९ वर्षदेखि र पुन २१ वर्षदेखि भारतिय सेनामा कार्यरत थिए । उनीहरु धेरै पहिलेदेखि नै काउन्टर अप्रेसनमा सहभागी भइरहेका थिए ।  २३ वर्षका राइफल म्यान रवीन शर्मा भने सन् २०१३ मा भारतिय सेनामा भर्ना भएका थिए, उनको घर पर्वत हो । सशस्त्र समुहरुले लाइन अफ कन्ट्रोल पार गरेर भारतिय भुमिमा प्रवेश गर्न खोजेपछि भिडन्त भएको भारतिय सेनाका कर्णेल राजेश कलियालाई उद्धत गदै भारतिय संचार माध्यमले जनाएका छन् । भारतिय सेनाले आतंकवादीविरुद्ध संचालन गरेको अप्रेसन झण्डै दुई दिनसम्म चलेको थियो । गत वर्षको जुन महिनामा गोर्खा सैनिक प्रेमबहादुर रश्मी मगरले चार जना सशस्त्र समुहधारीलाई खत्तम पारेर निकै चर्चामा आएका थिए । उनलाई किर्ती चक्र अवार्डबाट भारतको गणतन्त्र दिवसको दिन सम्मानसमेत गरिएको थियो ।"
772,निर्वाचनबाट नेतृत्व आउनेमा नेताहरुबीच नै संशय,news,"काठमाडौं — कांग्रेसको भातृसंस्था नेविसंघमा आफू अनुकुल नेतृत्व ल्याउनकै लागि पार्टीका शीर्षस्थ नेताहरुबीच नै आरोप/प्रत्यारोप सुरु भएको छ ।महाधिवेशनमा भाग लिने प्रतिनिहिरुको बिषयलाई लिएर पार्टीको संस्थापन पक्ष, बरिष्ठ नेता रामचन्द्र पौडेल र पूर्व महामन्त्री कृष्णप्रसाद सिटौला पक्षबीच यस्तो आरोप प्रत्यारोप भएको हो । कांग्रेसको भातृसंस्था नेविसंघमा आफू अनुकुल नेतृत्व ल्याउनकै लागि पार्टीका शीर्षस्थ नेताहरुबीच नै आरोप/प्रत्यारोप सुरु भएको छ ।"
773,मेयर जेलमुक्त भएको खुसीयालीमा सार्वजनिक बिदा,news,"रौतहट — कर्तव्य ज्यान मुद्दामा सर्वस्वसहित जन्मकैद सजाय पाएका कटहरिया नगरपालिकाका मेयर सियाराम कुशवाहा सर्वोच्च अदालतबाट सफाइ पाएपछि हेलिकप्टर चार्टर गरी शनिबार गृहनगर रौतहट आएका छन् । उनी जेलमुक्त भएको खुसियालीमा नगरपालिका, वडा कार्यालय र नगर क्षेत्रका सबै विद्यालयमा आइतबार सार्वजनिक बिदा दिइएको छ । "
774,'दुवै विशेष दूतले उच्चस्तरको भेट पाउँछन्',news,काठमाडौं — प्रधानमन्त्री पुष्पकमल दाहालका विशेष दूतका रूपमा भारत र चीन जान लागेका उपप्रधानमन्त्रीहरूले त्यहाँको उच्च नेतृत्वलाई भेट्ने भएका छन् । भारत र चीनका राजदूतहरूले विशेष दूतलाई उच्चस्तरको भेट गराइने आश्वासन परराष्ट्र मन्त्रालयलाई दिएका छन् । 
775,मालपोत कार्यालयमा सकेट बम,news,लहान — यहाँस्थित मालपोत कार्यालयमा मंगलबार कालो झोलामा राखिएको अवस्थामा बम फेला परेको छ । नेपालगन्ज — सिंचाईमन्त्री उमाकान्त झाले राष्ट्रिय लगानीको सबैभन्दा ठूलो सिक्टा सिंचाई आयोजनालाई निर्धारित समयभित्रै पूरा हुने बताएका छन् । त्यसका लागि बजेट अभाव हुन नदिने उनले प्रतिबद्धता पनि जनाएका छन् ।
776,"रामेछापमा जिप दुर्घटनामा २ को मृत्यु, ५ घाइते",news,रामेछाप — मन्थलीबाट गोठगाउँ जाँदै गरेको ना १ ज ४८१२ नम्बरको टाटासुमो जिप शनिबार साँझ दुर्घटना हुँदा २ जनाको मृत्यु भएको छ । रामेछाप नगरपालिका २ देउरालीको खरानेपाखामा भएको दुर्घटनामा रामेछाप नगरपालिका १ गोठगाउँका दुर्गाबहादुर कार्की र ललिमाया कार्कीको मृत्यु भएको जिल्ला प्रहरी कार्यालयले जनाएको छ । दुर्घटनामा घाइते भएका ५ जनालाई उद्धार गरी उपचारको लागि जिल्ला सदरमुकाम मन्थलीमा रहेको तामाकोसी सहकारी अस्पताल लगिएको छ । प्रहरीका अनुसार सडकबाट करिब ३ सय मिटर तल खसेको उक्त जिपमा कति यात्रु थिए भन्ने एकीन भइसकेको छैन । दुर्घटनाको कारण खुलेको छैन ।
777,यस्तो थियो स्वर्ण धन्दा,news,"काठमाडौँ — १७ अर्ब १ करोड ८० लाख ७१ हजार चार सय १३ रुपैयाँ बिगो मागदाबीसहित जिल्ला अदालत मोरङमा बुधबार पेस गरिएको अभियोगपत्रले वर्षाै‌देखि कसरी अवैध सुन तस्करी निर्बाध चलिरहेको थियो भन्नेबारे अनेकन तथ्य सतहमा ल्याएको छ । अदालतमा पेस गरिएका ६३ प्रतिवादी, पक्राउ परेकाको बयान र तिनीहरूको भूमिका सम्मिलित प्रतिवेदनले सुन तस्करीको संगठित अभ्यासबारे नयाँ तथ्य उधिनेको छ । तस्करीको माथिल्लो तहमा को–को थिए र यसलाई कसले भरथेग गरिरहेको थियो भन्नेबारे नयाँ प्रश्न जन्माइदिएको छ ।"
778,नेविसंघमा चुलियो विवाद,news,काठमाडौँ — कांग्रेसको भ्रातृ संगठन नेविसंघमा संस्थापन पक्ष र संस्थापनइतर पक्षबीच विवाद बढेको छ । नेविसंघका अध्यक्ष नैनसिंह महरको कार्यशैली र व्यवहारबाट असन्तुष्ट वरिष्ठ नेता रामचन्द्र पौडेल र पूर्वमहामन्त्री कृष्णप्रसाद सिटौला पक्षधर नेविसंघ पदाधिकारी र सदस्यहरूले समानान्तर बैठक र कार्यक्रम चलाउन थालेका छन् । 
779,समावेशीकरणलाई चुनौति हैन अवसरको रुपमा लिनुपर्छ : विष्ट,news,काठमाडौं — नेपाल पत्रकार महासंघका नवनिर्वाचित अध्यक्ष डा. महेन्द्र वष्टले समावेशीकरणको अभियानलाई चुनौति नभई अवसरको रुपमा लिनुपर्ने बताएका छन् । समावेशी सञ्चार अभियानले महासंघको २४ औं महाधिवेशनबाट निर्वाचित कार्यसमितिलाई गरेको बधाई समारोहमा अध्यक्ष विष्टले उक्त विचार व्यक्त गरेका हुन् । बारा — भारतको मुजफपुरस्थित बालगृहमा आठ महिनादेखि आश्रय लिदै बसेका १० जना नेपाली बालकलाई माइती नेपाल र प्रहरीले उद्धार गरी स्वदेश ल्याएर शुक्रवार अभिभावकको जिम्मा लगाएको छ । सबै बालक १३ बर्ष मुनिका हुन् ।
780,मस्यौदाका कमजोरी सच्याउन सभासदको माग,news,"काठमाडौं — नयाँ संविधानमा जनताको भावना र चाहनालाई आत्मसात् गर्न सभासद्हरुले माग गरेका छन् ।विगतका आन्दोलन, सहमति तथा सम्झौताका आधारमा संविधानको मस्यौदा नआएको, जनचाहनालाई सम्बोधन नगरिएको भन्दै उनीहरुले कमजोरी तथा जनताका असन्तुष्टिलाई सम्बोधन गरी मस्यौदालाई थप परिमार्जित गर्नुपर्ने बताएका छन् । नयाँ संविधानमा जनताको भावना र चाहनालाई आत्मसात् गर्न सभासद्हरुले माग गरेका छन् ।विगतका आन्दोलन, सहमति तथा सम्झौताका आधारमा संविधानको मस्यौदा नआएको, जनचाहनालाई सम्बोधन नगरिएको भन्दै उनीहरुले कमजोरी तथा जनताका असन्तुष्टिलाई सम्बोधन गरी मस्यौदालाई थप परिमार्जित गर्नुपर्ने बताएका छन् ।संविधानसभाको आजको बैठकमा संवैधानिक–राजनीतिक संवाद तथा सहमति समितिले पेस गरेको प्रतिवेदनमाथिको छलफलमा भाग लिँदै एकीकृत नेकपा (माओवादी)का सभासद् रामनारायण बिडारीले संविधानसभाबाट संविधान बनाए लोकतन्त्र स्थापित हुने भन्दै मस्यौदामा रहेका कमजोरी सच्याएर तत्काल संविधान जारी गर्न माग गरे ।एमाओवादीकै सभासद् श्यामकुमार श्रेष्ठ (काभ्रेपलान्चोक)ले जनताको सुझावलाई नयाँ संविधानमा समावेश नगर्ने हो भने राज्यको साधन र स्रोत खर्च गरेर किन जनमत सङ्कलन गरिएको प्रश्न गर्दै कर्णाली क्षेत्रलाई छुट्टै प्रदेश बनाउनुपर्ने, मजदुर, किसानको समानुपातिक प्रतिनिधित्व गराउनुपर्ने उल्लेख गरे ।नेपाली काँग्रेसका सभासद् जीवनबहादुर शाहीले कर्णालीको भूगोल ठूलो भए पनि अभाव, अशिक्षा, बेरोजगारी कायम रहेकाले सो क्षेत्रलाई समृद्ध बनाउनेतर्फ विशेष ध्यान दिनुपर्ने उल्लेख गर्दै सो प्रदेशलाई केन्द्र स्वशासित प्रदेश बनाउन माग गरे ।राष्ट्रिय जनमोर्चाकी सभासद् मीना पुनले राज्यको कुनै धर्म नहुने भए पनि धर्मको नाममा गलत राजनीति भएको, वंशजका आधारमा नागरिकता लिएकालाई मात्रै राष्ट्र प्रमुख, सरकार प्रमुख तथा संवैधानिक अङ्गका प्रमुख नियुक्त गर्नुपर्ने बताइन् ।नेपाली काँग्रेसका सभासद् भोटनीदेवी खवासले तराईमा बसोबास गर्ने आदिवासी जनजातिको अधिकार नयाँ संविधानमा संस्थागत गर्नुपर्ने, उनीहरुलाई राज्यका हरेक निकायमा समानुपातिक प्रतिनिधित्व गराउनुपर्ने, प्राकृतिक स्रोत तथा साधनमा विशेष अधिकार दिनुपर्ने धारणा राखे ।सोही दलका सभासद् अर्जुनप्रसाद जोशीले जिल्ला तहको संरचना कायम राख्नुपर्ने, मत प्रतिशत सीमा कायम राख्नुपर्ने, अख्तियार दुरुपयोग अनुसन्धान आयोगलगायतका संवैधानिक आयोगलाई अधिकार सम्पन्न बनाउनुपर्ने बताए ।काँग्रेसकै सभासद् बहादुरसिंह लामाले जनजातिको अधिकारलाई संस्थागत गर्न संवैधानिक आयोग बनाउनुपर्ने, प्रदेशको नाममा नेपाली परदेशी हुन नहुने धारणा राख्दै सबैले स्वीकार गर्ने संविधान निर्माण हुनुपर्ने धारणा राखे ।नेकपा(एमाले)का सभासद् शिवकुमारी गोतामे सार्की नगरकोटीले विगत लामो समयदेखि उत्पीडनमा परेका दलित समुदायको हक र अधिकारलाई नयाँ संविधानमा उल्लेख गर्नुपर्ने र उनीहरुलाई अधिकार सम्पन्न बनाउनुपर्ने बताए ।सोही दलका सभासद् कृपाराम रानाले पहिचान र अधिकारसहितको सङ्घीय राज्यको स्थापना हुनुपर्नेमा त्यसो नभएकाले आदिवासी थारुको अधिकारलाई स्थापित गर्न स्वायत्त थारुवान राज्य स्थापना गर्नुपर्ने माग गरे ।राष्ट्रिय जनमुक्ति पार्टीका सभासद् सीमाकुमारी विकले दलित समुदायलाई अधिकार नदिने प्रवृत्ति देखिएको भन्दै मस्यौदामा देखिएको कमजोरी सच्याउनुपर्ने बताए ।राष्ट्रिय प्रजातन्त्र पार्टीका सभासद् विक्रम पाण्डेले नयाँ संविधानमा जनताले कार्यकारी अधिकारसहितको प्रत्यक्ष निर्वाचित प्रधानमन्त्री चाहेको, हाल कायम रहेको पाँच विकास क्षेत्रलाई प्रदेशमा रुपान्तरण गर्न चाहेको भए पनि सो अनुकूलको व्यवस्था नभएकामा आपत्ति जनाए ।"
781,राप्रपामा पदाधिकारी मनोनयन,news,काठमाडौं — राष्ट्रिय प्रजातन्त्र पार्टीमा ६ जना उपाध्यक्ष सहित २७ जना पदाधिकारी मनोनयन भएका छन् । पार्टी अध्यक्ष कमल थापाले शुक्रबार विधानबमोजिम पदाधिकारी मनोनयन गरेका छन् । राष्ट्रिय प्रजातन्त्र पार्टीमा ६ जना उपाध्यक्ष सहित २७ जना पदाधिकारी मनोनयन भएका छन् ।
782,प्रेमी प्रेमिकाद्वारा आत्महत्या,news,नुवाकोट — त्रिशूली नदीमा हामफालेर दुई युवायुवतीले आत्महत्या गरेका छन् । शुक्रबार विदुर नगरपालिका ७ को बुनेबेंसी पुल नजिकबाट उनीहरूले आपसमा हात समातेर हामफालेका थिए । काठमाडौ — विश्व क्रिकेट लिग डिभिजन-२ मा युगान्डासँगको पहिलो खेलमा १४७ रनको लक्ष्य लिएर खेलिरहेको नेपाल ३५ ओभर खेलेर ६ विकेटको क्षतिमा १ सय ३ रन जोडेको छ ।
783,निजामतीको दोहोरो सुविधा कटौती प्रस्ताव,news,काठमाडौँ — सेवा निवृत्त निजामती कर्मचारीले सरकारी कोषबाट दोहोरो सुविधा लिन नपाउने कानुनी व्यवस्था गरिने भएको छ । सरकारी कोषबाट तलब पाउने गरी पुनः लाभको पदमा नियुक्ति भए त्यस्ता कर्मचारीको पेन्सन सुविधा कटौती हुनेछ । प्रतिनिधिसभाको राज्यव्यवस्था तथा सुशासन समितिमा विचाराधीन संघीय निजामती कर्मचारी सेवाको गठन र सञ्चालनसम्बन्धी विधेयकमाथिको छलफलमा सांसदहरूले सरकारी कोषबाट दोहोरो सुविधा लिन नपाइने प्रावधानमा सहमति गरेका छन् । मन्त्रिपरिषद्ले पनि सेवा निवृत्त कर्मचारीलाई दोहोरो सुविधा नदिने निर्णय गरेको छ । तर यो निर्णय पूर्णरूपमा पालना भएको छैन ।
784,प्रधानमन्त्री उद्धार कोषमा नेपाली सेनाको सवा २४ करोड रुपैयाँ,news,"काठमाडौ — प्रधानमन्त्री दैवी प्रकोप उद्धार कोषमा नेपाली सेनाले सबा २४ करोड रुपैया सहयोग प्रदान गरेको छ ।आज प्रधानमन्त्री निवास बालुवाटारमा आयोजित एक कार्यक्रममा प्रधान सेनापति गौरव सम्शेर जबराले २४ करोड २६ लाख रुपैयाँको चेक प्रधानमन्त्री सुशील कोइरालालाई हस्तान्तरण गरे । काठमाडौं — संस्कृति, पर्यटन तथा नागरिक उड्डयनमन्त्री कृपाशुर शेर्पाले अन्तर्राष्ट्रिय मिडियाले नेपालको दुस्प्रचार गरेको आरोप लगाएका छन् । मन्त्री शेर्पाले सरकारले विदेशी मिडियाको दुस्प्रचार चिर्ने बताए"
785,आज माघे संक्रान्ति मनाइयो,news,"काठमाडौं — घिउ, चाकु, तरुल र तीलको लड्डु जस्ता पोषिलो खाद्य पदार्थ खाएर शुक्रबार मुलुकभर नेपालीहरूले हर्षोल्लासका साथ माघे संक्रान्ति पर्व मनाए । सूर्य मकर राशिमा प्रवेश गर्ने भएकाले 'मकर संक्रान्ति' पनि भनिने यो पर्व विशेषगरी थारू समुदायले धुमधामसँग मनाएका छन् । उपत्यका तीन सहरमा भने खिचडीका साथै 'यलय् पलः -पाटनेपालुङ्ग)' भनिने एक प्रकारको लामो खालको पालुङ्ग खाने र हेमन्त ऋतुबाट शिशिर ऋतु परिवर्तन हुने यस दिन जीउभरि तेल घसेर घाम ताप्ने चलन छ । यस पर्वमा परिवारका मूली वा आमाले आफ्ना छोराछोरीहरूका टालुमा तेल हालिदिने पनि चलन छ । विवाह भइसकेका चेलीहरू आफैं आमा नबनेसम्म पतिको घरमा यो चाड मनाउन हुँदैन भन्ने विश्वासले उनीहरू माइती गएर मनाउने गर्छन् । यस पर्वमा विशेष गरेर घिउ र चाकु खाने भएकाले नेपालभाषामा यस पर्वलाई 'घिउ चाकु संल्हु' भन्ने गरिन्छ । साथै यस संक्रान्तिमा घिउ चाकुका साथै विशेष रूपले चाकुमा तील मिसाई बनाइएको लड्डु खाने भएकाले यस संक्रान्तिलाई 'हामो संल्हु' अर्थात् 'तील संक्रान्ति' पनि भन्ने गरिन्छ । यसै दिन भक्तपुरका पाँच प्रमुख विहारका पाँच दीपंकरको जात्रा गरी सम्यकपूजा दान, पञ्चदान गर्ने परम्परा रहँदै आएको छ । यस दिन त्यहाँ टौमढी टोलमा रहेको तीलनारायणको विशेष पूजाअर्चना गर्ने गर्दछ । र, त्यहाँ नवदुर्गा गणको नाच यस दिनमा सुजमारी टोलबाट आरम्भ गरिन्छ । यस पर्वमा बराहक्षेत्र, देवीघाट, शंखमूल, पनौती, रिद्धि आदि पवित्र तीथस्थलमा मकर स्नान गर्न मेला लाग्ने गर्छ । यस दिनदेखि 'बाह्रमासे' नामक राग गाउने परम्परा छ । ललितपुरमा अग्नि मठमा पनि बिहानैदेखि भक्तजनको भीड लागेको थियो ।"
786,'आमाको छटपटी' अब फूलमाया,news,काठमाडौं — लेखक खगेन्द्र संग्रौला ४० बर्षअघि तनहुँ बन्दीपुरमा शिक्षक थिए । त्यही बेला ग्रामिण जीवनको झलकसहित त्यहींका मर्मभेदी कामकुराहरु उनी टिपोट गरिरहेका हुन्थे । त्यहीताका उनले एक गरीव गाउँले नारीको जीवनसंघर्षको झाँकी भरेर एक पुस्तक लेखे- आमाको छटपटी । काठमाडौ — सरकार र दक्षिण कोरियाबीच रोजगार अनुमति प्रणाली (इपिएस) थप दुई वर्षका लागि नवीकरण भएको छ ।
787,प्रधानमन्त्री कार्यालय र यूथ क्याम्पमा गोली चल्दा ८७ जनाको मृत्यु,news,काठमाडौं — नर्वेको राजधानी ओस्लोस्थित प्रधानमन्त्री कार्यालयमा शनिबार बिहान भएको विष्फोटमा ७ जनाको मृत्यु भएको छ । काठमाडौ — मोटोपनबाट टाढा रहनका लागि अब भोको बसिरहन आवश्यक छैन । खानामा ध्यान लगाएर तपाईं एक महिनामै स्लिम हुन सक्नुहुन्छ ।
788,गाली स्राप बगाउँदै उभौली पूजा,news,"ललितपुर — राजधानीमा रहेका किरातीहरुले गाली, स्राप बगाउँदै उभौली पूजा गरेका छन् । ढोल, झ्याम्टा बजाउने र नाच्ने काम भने गरेनन् । काठमाडौ — एसियाली विकास बैंक (एडीबी)ले भूकम्प प्रभावित नेपालको पुननिर्माणका लागि २० करोड डलर (करिब २० अर्ब नेरु) सहयोग गर्ने भएको छ । बैंकको महासभामा भाग लिन अजरवैजानको राजधानी बाकु पुगेका अर्थमन्त्री रामशरण महतले सोमबार सााझ ट्विटबाट यो जानकारी गराएका हुन् ।"
789,यूएईमा नेपाली महिलाको हत्या,news,काठमाडौँ — संयुक्त अरब इमिरेट्स (यूएई) को सारजाहस्थित तान्जिफ्को इमिरेट्स कम्पनीमा कार्यरत नेपाली महिला शोकमा डुबेका छन् । त्यस क्याम्पमा २ सय ७२ नेपाली महिला बस्छन्। 
790,घर फर्कन नमान्ने श्रीमती र छोरीको ससुरालीमै हत्या,news,काँकडभिट्टा — श्रीमतीले घर फर्कन नमानेको झोंकमा एक भारतीय नागरिकले बुधबार मध्यान्ह श्रीमती र नाबालिका छोरीको हत्या गरेका छन् । श्रीमतीको धारिलो हतियार प्रयोग गरेर र छोरीको घाँटी थिचेर हत्या गरिएको हो । काठमाडौं — पूर्वमन्त्री शरतसिंह भण्डारीले संविधानसभा विघटन गर्न मधेसी जनअधिकार फोरम (लोकतान्त्रिक)का अध्यक्षसमेत रहेका गृहमन्त्री विजयकुमार गच्छदारको भूमिका रहेको आरोप लगाएका छन् ।
791,"जिप दुर्घटनामा एकको मृत्यु, चार घाइते",news,डडेलधुरा — डडेलधुराको गणेशपुरदेखि सदरमुकाम आउँदै गरेको से १ ज १८९ नम्बरको जिप दुर्घटना हुँदा एक जनाको मृत्यु भएको छ । पाँच जना घाइते भएका छन् । काठमाडौं — एमालेले पार्टीको विधान र पद्घति विपरीत गुटगत क्रियाकलाप गरेको तथा आबाञ्छित गतिविधिमा संलग्न भएको भन्दै असन्तुष्ट नेताहरुसँग स्पष्टीकरण मागेको छ ।
792,निर्वाचन क्षेत्र बाँडफाडका लागि ६ दलले थाले गृहकार्य,news,"काठमाडौं — गठबन्धन बनाउन सैद्धान्तिक सहमति जनाएका कांग्रेस, राष्ट्रिय जनता पार्टी (राजपा), संघीय समाजवादी फोरम, राप्रपा, राप्रपा (प्रजातान्त्रिक) र फोरम लोकतान्त्रिकबीच प्रतिनिधिसभा र प्रदेशसभा निर्वाचनको सिट बाँडफाँड गर्ने बिषयमा गृहकार्य अघि बढेको हो । कांग्रेस नेतृत्वमा लोकतान्त्रिक गठबन्धन बनाउन तयार भएका ६ दलले चुनावी तालमेलका लागि निर्वाचन क्षेत्र बाँडफाँड गर्न बिहीबार गृहकार्य थालेका छन् ।"
793,स्थानीय निकायको निर्वाचन गराउन गृहकार्य भइरहेको छ : उपप्रधानमन्त्री सिंह,news,हेटौँडा — उपप्रधानमन्त्री तथा सङ्घीय मामिला एवम् स्थानीय विकास मन्त्री प्रकाशमान सिंहले आम जनताका लागि विकासका पूर्वाधारको बाँडफाँड र आइपरेका समस्याको समाधान गर्न सरकारले छिट्टै स्थानीय निर्वाचन गराउन गृहकार्य गरिरहेको बताएका छन् । काठमाडौ — काठमाडौं प्रहरीमा सादा पोशाकमा ड्युटी गर्दै आएका एक प्रहरी जवान मृत फेला परेका छन् । रौतहट घर भएका अनिल तिवारी कञ्चटमा गोली लागेको अवश्थामा शनिबार बिहान बिष्णुमती करिडोरमा फेला परेका हुन् ।
794,कामु प्रधानन्यायाधीशको ‘डीएनए’ फैसला पुन: बहसमा,news,काठमाडौं — डीएनए परीक्षणलाई मान्यता नदिने गरी सर्वोच्च अदालतबाट ६ वर्षअघि भएको विवादास्पद फैसला पुन: बहसमा आएको छ । सर्वोच्च अदालतले नाता कायम र अंशसम्बन्धी मुद्दामा डीएनए परीक्षणलाई मान्यता दिएको थिएन । उक्त फैसलाबाट पीडित चितवन भरतपुर नगरपालिका २९ का राजीव गुरुङले आफूमात्र नभई न्यायालयलाई नै दुई धारमा विभाजित गरेको भन्दै त्यसमा बहस र सुनुवाइ गर्न सुनुवाइ समितिमा निवेदन दिएका छन् ।
795,अज्ञात रोगले ४ को मृत्यु,news,जनकपुर — पूर्वी धनुषाको बाला बाखर ८ मुसहरटोलीमा फैलिएको अज्ञात रोगका कारण चार दिनभित्र चार जनाको मृत्यु भएको छ । दुई दर्जनभन्दा बढी प्रभावित छन् । बिहीबर साँझदेखि रोग नियन्त्रणमा आएको जिल्ला जनस्वास्थ्य कार्यालयका निमित्त प्रमुख घनश्याम नायकले जानकारी दिएका छन् । खाँदबारी — नेकपा-माओवादीका सचिव नेत्रविक्रम चन्दले ४ राजनीतिक दलका नेताको लापरबाहीले संविधानसभा असफल भएको आरोप लगाएका छन् । उनले प्रमुख दलका नेताहरूले जनतालाई संविधान दिन नचाहेको पनि बताए ।
