,Title,Label,News
307,भूमिगत पार्टीका कार्यकर्ता पक्राउ,national,जाजरकोट — भूमिगत माओवादी कम्युनिष्ट केन्द्र नेपालका एक कार्यकर्ता जिल्लाको सदरमुकाम खलगांबाट पक्राउ परेका छन् । काठमाडौ — नेपाललाई मंगलबारबाट औपचारिक रुपमा बारुदी धराप मुक्त मुलुक घोषणा गरिएको छ ।फुलचोकीमा रहेको अन्तिम बारुदी धरापलाई सेनाले नष्ट गरेपछि प्रधानमन्त्री झलनाथ खनालले नेपाल बारुदी मुक्त क्षेत्र घोषणा गरेका हुन् ।
308,डाक्टरको तलबबाट भ्रष्टाचारको असुली,national,"नेपालगन्ज — स्वास्थ्य मन्त्रालयले भेरी अञ्चल अस्पतालका डा. पिताम्बर सुवेदीको तलब भत्ताबाट तनहुँको प्राथमिक स्वास्थ्य केन्द्रका भवन निर्माणमा भएको अनियमितताको रकम असुली गरेको छ । तनहुँस्थित भिमाद प्राथमिक स्वास्थ्य केन्द्रको भवन निर्माणमा भएको अनियमितताको छानविनपछि अख्तियार दुरुपयोग अनुसन्धान आयोगले १ लाख ९२ हजार ५ सय ४९ रुपैया असुल उपर गर्न मन्त्रालयलाई निर्देशन दिएको थियो । डा सुबेदी उक्त स्वास्थ्य केन्द्रको प्रमुख हुँदा भवन, डाक्टर र स्टाफ क्वार्टर निर्माणमा अनियमितता भएकोभन्दै अख्तियारले असुल गर्न भनेको हो ।"
309,शिक्षा ऐनबाट आत्तिएर भाग्नु पर्ने अवस्था आएको छैन : प्याब्सन अध्यक्ष,national,"भक्तपुर — निजी तथा आवासिय विद्यालय अर्गनाईजेशन (प्याब्सन) का केन्द्रीय अध्यक्ष विजय सम्बाहाम्फेले सरकारले निजी विद्यालयलाई कस्ने गरि ल्याउन लागेको शिक्षा ऐनबाट आत्तिएर भाग्नु पर्ने अवस्था नआएको बताएका छन् ।प्याब्सन मध्यपुरथिमि नगरकार्य समितिले शुक्रबार आयोजना गरेको बधाई, सम्मान तथा शुभकामना कार्यक्रममा बोल्दै उनले देशमा आएको परिवर्तनले ल्याएको समस्यासँग भाग्न नहुने बताए । "
310,खाग अभियुक्त थुनामा,national,भरतपुर — एक महिना अघि दुर्लभ एक सिंगे गैडाको खाग तस्करी अभियोगमा बिभिन्न स्थानवाट पक्राउ परेका १७ जनालाई चितवन निकुञ्जले पुर्पक्षका लागि थुनामा पठाएको छ । पर्वत — कास्कीको घान्द्रुकस्थित तालबाराही प्राविका प्रधानाध्यापक कर्णबहादुर नेपालीलाई बुधवार कालोमोसो दल्ने माथी कारवाही गर्न यहाँका विभिन्न संघसंस्थाले माग गरेका छन् ।
311,पेप्सीकोलामा बसले मोटरसाइकललाई ठक्कर दिँदा ६ जना घाइते,national,"काठमाडौँ — मूलपानीबाट रत्नपार्क आइरहेको बसले पेप्सीकोलामा मोटरसाइकल र स्कुटीलाई ठक्कर दिँदा ६ जना घाइते भएका छन् । घाइतेमध्ये एकको अवस्था चिन्ताजनक रहेको प्रहरीले जनाएको छ । बा २ प ख ८४११ नम्बरको बसले पेप्सीकोलामा बा ६३ प ४७५६ , बा ६६ प ३३ १९, बा ९३ प ६६० नम्बरका मोटरसाइकल र एउटा स्कुटीलाई ठक्कर दिएको थियो । तीव्र गतिमा मूलपानीबाट जडिबुटीतर्फ गइरहेको बस अनियन्त्रित हुन पुग्दा दुर्घटना भएको थियो ।"
312,बागलुङमा सडक खाना महोत्सव,national,बागलुङ — बागलुङमा सडक खाना महोत्सव गरिएको छ । महोत्सवमा १८ वटा खानाका स्टल राखेर आयोजक नेपाल राष्ट्रिय व्यापार संगठनले महोत्सव गरेको हो । महोत्सवको व्यवस्थापिका संसद विकास समिति सभापति रविन्द्र अधिकारीले उद्घाटन गरेका थिए । बागलुङमा सडक खाना महोत्सव गरिएको छ । महोत्सवमा १८ वटा खानाका स्टल राखेर आयोजक नेपाल राष्ट्रिय व्यापार संगठनले महोत्सव गरेको हो ।
313,प्याब्सन केन्द्रीय अध्यक्ष सम्बाहाम्फेलाई हराउँदै एमाले पूर्व अध्यक्ष कन्दङवा विजयी,national,तेह्रथुम — तेह्रथुम निर्वाचन क्षेत्र नम्बर १ प्रदेशसभा (ख) बाट वाम गठबन्धनका उमेदवार एमाले पुर्व अध्यक्ष तेजमान कन्दङवा विजयी भएका छन् । वाम गठबन्धनमा नेकपा एमालेबाट उम्मेदवार बनेका कन्दङवाले १० हजार ३ सय २ मत ल्याएर विजयी भएका हुन् । 
314,पानी ट्यांकीमा डुबेर तीन बर्षीया बालिकाको ज्यान गयो,national,"लमजुङ — आफ्नै घरको पानी ट्यांकीमा डुबेर लमजुङको बेंसीसहर नगरपालिका ७, मनाङे चौतारामा एक बालिकाको बिहीबार साँझ ज्यान गएको छ । घरको बराण्डामा खेलिरहेका ३ बर्षीया कृतिका गुरुङको आफ्नै घरको बराण्डामा राखिएको पानी ट्यांकीमा डुबेर साँझ पौने ६ बजेतिर ज्यान गएको प्रहरीले जनाएको छ । डीएसपी समीरचन्द्र खरेलका अनुसार बालिकाकी आमा मोनिका पसल गएको बेला खेल्दै गरेका बालिका अघि बढ्ने क्रममा ट्यांकीमा डुबेको हुनसक्ने बताए ।"
315,९८ वर्षमा नागरिकता,national,"रामेछाप — ९८ वर्षको उमेरमा नागरिकता पाएपछि सुनापति गाउँपालिका ३, हिलेदेवीकी गौरीमाया नेपाली खुसी भएकी छन् । ‘अब बाँचुन्जेल वृद्धभत्ता लिन बाटो खुल्यो,’ उनले भनिन् । नागरिकता अभावमा उनले उमेर पुगे पनि सामाजिक सुरक्षा भत्ता बुझ्न पाएकी थिइनन् । छोरीको साहारामा आफ्नै टोल हिलेदेविको साँधीडाँडामा पुगेको नागरिकता शिविरमा आइपुगेकी नेपालीलाई प्रजिअ सूर्यबहादुर खत्रीले मंगलबार नागरिकता प्रदान गरेका थिए । जिल्लाकै सबैभन्दा जेठो उमेरमा नागरिकता प्राप्त गर्ने नेपाली नै भएकी छन् । खत्रीले प्रदान गरेको नागरिकतामा नेपालीको जन्म मिति विक्रम संवत् १९७६ साल असार १८ गते उल्लेख छ । नागरिकता विवरणमा गौरीमाया नेपालीको बाबु जसविरे नेपाली र पतिको नाम कर्णविर नेपाली उल्लेख छ ।"
316,परराष्ट्रमन्त्रीसहित १४ जनाद्वारा अङ्गदान,national,भक्तपुर — परराष्ट्रमन्त्री तथा नेपाल कम्युनिष्ट पार्टी(नेकपा) स्थायी कमिटी सदस्य प्रदीपकुमार ज्ञवाली दम्पतीले आफ्ना शरीरका विभिन्न अंग मृत्युपपछि जुनसुकै बिरामीलाई प्रत्यारोपण गर्नेगरी अंगदानको घोषणा गरेको छ । 
317,संग्रहालयको प्रबलीकरण,national,"ललितपुर — भूकम्पले क्षति पुर्‍याएको बुङमतीस्थित संग्रहालयको प्रबलीकरण  गरिएको छ । ०६१ सालमा संस्कृति तथा सम्पदाको संरक्षण गर्ने उद्देश्यले महर्जन गुठीयार समूहले बुङमतीमा संग्रहालय स्थापना गरेको थियो । टायलले छाएको एकतले घरमा रहेको संग्रहालयमा भूकम्पले क्षति पुर्‍याएको छ । यूएन हेबिट्याट संस्था, ललितपुर महानगरपालिका र संसद् कोेषको सहयोगमा संग्रहालयको प्रबलीकरणसँगै व्यवस्थापन गर्न लागेको समाजका अध्यक्ष सुनिल महर्जनले बताए । ‘अहिले दाचीँअप्पा इँटाबाट एक तल्ला थप गरेर निर्माण सम्पन्न भएको छ,’ उनले भने ।"
318,बेड नं. २६३ मा २१ दिन,national,"काठमाडौँ — कान्ति बाल अस्पतालको बर्न विभागमा बेड नं. २६३ मा भेटिन्छन् १० वर्षीय सन्तोष पण्डित । हातमा स्लाइन चढाइएकोले र दुवै खुट्टा जलेकोले पट्टी बेरिएका छन् । उनका साथमा छन्, बुवा तिलक । दुवैको अस्पतालको बसाइ मंगलबार २१ दिन नाघ्यो । उनीहरूको नयाँ वर्ष पनि अस्पतालमै बित्यो । कक्षा चारको वार्षिक परीक्षामा प्रथम भएको खुसीले घर फर्किँदै गरेका सन्तोषको त्यही दिन खुट्टा जल्यो । चैत २७ गते नुवाकोटको पञ्चकन्या गाउँपालिका-३ का उनी साथीहरूसँग परीक्षाको नतिजा सुनेर घर जाँदै थिए । आफू पढ्ने विद्यालय पञ्चकन्या माविमा रिजल्ट सुनेर फर्किने क्रममा सन्तोष जब आगोमा टेक्न पुगे, उनको खुसी अचानक पीडामा बदलियो ।"
319,कुरकुरे उद्योगमा आगलागी,national,ललितपुर — गोदावारी नगरपालिका-१३ स्थित गुराय फुडमा आगलागी भएको छ । आगलागीका कारण उद्योग पूर्ण रुपमा जलेको प्रहरीले जनाएको छ । मंगलबार बिहान ११ बजे लागेको आगो दिउँसो ४ बजे नियन्त्रणमा लिइएको महानगरीय प्रहरी वृत चापागाउँका डीएसपी रामकृष्ण सापकोटाले जानकारी दिए ।
320,विहार जोगाउन गुठी घेराउ,national,"काठमाडौँ — असनको अशोकवृक्ष विहार (कोथुननी) जोगाउन स्थानीयवासी, सम्पदा संरक्षण अभियन्तालगायतले आइतबार गुठी संस्थान घेराउ गरेका छन् । मठ मन्दिर, विहारजस्ता सम्पदा जोगाउन बनेको संस्थान नै मास्न लागेको भन्दै संस्थानले जोगाउन नसक्ने हो भने गुठीका जग्गामा स्थानीयवासी गुठियार मिलेर सिमाना लगाउने उनीहरूले चेतावनी दिएका छन् । बाजागाजासहित गुठी संस्थान केन्द्रीय कार्यालय गएका अभियन्ता, गुठियारले संस्थान परिसरमा मानव साङलो बनाएर घेरा हालेका थिए । घेराउ कार्यक्रममा बोल्दै वक्ताहरूले संरक्षणको जिम्मेवारी लिएको निकाय सम्पदा मास्न लाग्ने हो भने जनताले कारबाही गर्ने चेतावनी दिए ।"
321,ट्युसन र कोचिङमा विद्यार्थीको आकर्षण,national,"कञ्चनपुर — महेन्द्रनगरको मर्निङ ग्लोरी उच्चमाविमा अध्ययनरत अमृता कलौनी सोमबार स्कुल छुट्टी हुनेबित्तिकै नजिकैको ट्युसन सेन्टर पुगिन्। विद्यालयमा राम्रै पढाइ भए पनि अन्य साथी ट्युसन गएकाले उनलाई पनि जान मन लाग्यो। साथीहरू सबैजसो ट्युसन पढेकाले आफू पनि आएको उनले बताइन्। ‘स्कुलमा पढाइ त राम्रै छ,’ कलौनीले भनिन्, ‘सबैले ट्युसन बढेको देखेर हामी पनि आएका हौं।’"
322,प्रहरी चौकी आक्रमणमा संलग्न पक्राउ,national,"खोटाङ — नुनथला प्रहरीचौकी आक्रमणमा संलग्न किरात जनवादी वर्कस पार्टी सम्बद्ध एक युवा पक्राउ परेका छन् । २०६७ बैशाख २१ गते राती नुनथलास्थित प्रहरी चौकीमा आक्रमण गरी एसएलआर सहित ३०३ राईफल, पेस्तोल, गोली, नगद  तथा प्रहरीको युनिर्फम लुट्नमा संलग्न खोटाङ बिजयखर्क-५ बस्ने भुपेन्द्र राईलाई पक्राउ गरी सोमबार प्रहरीले सार्वजनिक गरेको हो । जिल्ला प्रशासन कार्यालय खोटाङले उनी संलग्न रहेको ठहर गर्दै २०७० माघ १० गते पाँच वर्ष कैद फैसला गरेको थियो । उनलाई ललितपुरको महानगरीय प्रहरी परिसरले ललितपुरमा पक्राउ गरी सोमबारै खोटाङ प्रहरीलाई बुझाएको खोटाङका प्रहरी प्रमुख विद्यानन्द माझीले बताए ।"
323,आंशिक प्राध्यापक गजुरेल आमरण अनशन बस्ने,national,काठमाडौं — त्रिभुवन विश्वविद्यालयका आंशिक शिक्षकलाई करार बनाउन माग गर्दै आंशिक प्राध्यापक महेश गजुरेल आमरण अनशनमा बस्ने भएका छन् । त्रिभुवन विश्वविद्यालयले वर्षौदेखि आंशिक रुपमा प्राध्यापन गराइरहेका प्राध्यापकको बौद्धिक शोषण गरिरहेको र यसको अन्त्यका लागि चारपटक सम्झौता गरे पनि कार्यान्वयन नभएको विरोधमा आमरण अनशन बस्न लागेको उनले जानकारी दिए । बुधबार बेलुका ४ बजे त्रिभुवन विश्वविद्यालयको केन्द्रीय कार्यालय कीर्तिपुरको प्रवेशद्वारमा आमरण अनशन सुरु हुने त्रिभुवन विश्वविद्यालय आंशिक प्राध्यापक संघले जनाएको छ । त्यही ठाउँमा ६५ दिनदेखि आंशिक प्राध्यापकले रिले अनसन गरिरहेका छन् ।
324,भक्तपुर अस्पताललाई १८ लाखको औषधि,national,काठमाडौं — नेपाल औषधि व्यवसायी संघले भक्तपुर जिल्ला अस्पताललाई १८ लाख रुपैयाँ बराबरको औषधि नि:शुल्क हस्तान्तरण गरेको छ ।संघका अध्यक्ष मृगेन्द्रमेहर श्रेष्ठले अस्पतालमा शुक्रबार आयोजित कार्यक्रममा औषधि हस्तान्तरण गरे । नेपाल औषधि व्यवसायी संघले भक्तपुर जिल्ला अस्पताललाई १८ लाख रुपैयाँ बराबरको औषधि नि:शुल्क हस्तान्तरण गरेको छ ।
325,राहतले फेरियो जीवन,national,बरडंगा (मोरङ) — मधेस आन्दोलन क्रममा मोरङको दक्षिणपूर्वी भेग रंगेलीमा भएको प्रदर्शनमा प्रहरीको गोली लागी ज्यान गुमाएका तीनै जना घरमूली थिए । सरकार र नागरिक समाजको निरन्तर सहयोगमा अहिले तीनै जनाका परिवार सहज ढंगले जीवन अघि बढाइरहेका छन् । बरडंगा २ का महादेव ऋषिदेवको परिवार घरमूली गुमाउनुको पीडा बिर्सने प्रयासमा छ । पाँच छोराछोरीमा सबैभन्दा जेठा उनी खेती मजदुर थिए । संघीय समाजवादी फोरममा आबद्ध ऋषिदेवलाई गत वर्ष ७ माघमा रंगेलीस्थित ऐतिहासिक काली मन्दिरअगाडि गोली लागेको थियो । उनी २०६३ को आन्दोलनअघि कांग्रेसमा थिए ।
326,एमए दोस्रो वर्ष अर्थशास्त्र विषयको नतिजा सार्वजनिक,national,"काठमाडौं — त्रिभुवन विश्वविद्यालय, परीक्षा नियन्त्रण कार्यालय बल्खुद्वारा २०७३ साल फागुन/चैत महिनामा सञ्चालित मानविकी तथा समाजिकशास्त्र संकायतर्फ स्नातकोत्तर तह (एमए) दोस्रो वर्ष (२०७३ नियमित) को अर्थशास्त्र विषयको परीक्षाको परीक्षाफल आइतबार प्रकाशन गरिएको छ । "
327,"सोलुमा एक दर्जनभन्दा बढि संरचना भत्कियो, राहत पाइएन",national,सोलुखुम्बु — आईतबार साँझ गएको भूकम्पले आधा दर्जनभन्दा बढि गाविसमा भौतिक क्षति पुर्याएको छ । भूकम्पले एक दर्जनभन्दा बढि घर तथा सरकारी भवनहरुमा क्षति पुगेको छ । हङकङ — नेपाल च्याम्बर अफ कमर्स हङकङका नवनियुक्त अध्यक्ष जगन्नाथ ज्ञवालीले नेपाली उत्पादनका ब्रान्ड प्रवर्द्धन गर्नसके यहाँ राम्रो बजार लिन सकिने बताएका छन् ।
328,चट्याङले २ को मृत्यु,national,विराटनगर — चट्याङ लागेर सुनसरी र इलाममा मंगलबार दुईजनाको मृत्यु भएको छ । इलामको महमाई गाविस ६ मा परेको चट्याङ लागेर १४ वर्षीया एलिसा लिम्बुको मृत्यु भएको पूर्वक्षेत्रीय प्रहरी कार्यालयले जनायो । खेतबाट धान बोकेर घर फर्कने क्रममा परेको चट्याङ लागेर उनको घटनास्थलमै मृत्यु भएको थियो ।
329,प्रेस काउन्सिलद्वारा पत्रकारहरुलाई पुरस्कार प्रदान,national,काठमाडौं — प्रेस काउन्सिल नेपालको ४८औँ वार्षिकोत्सवका अवसरमा विभिन्न विधामा पत्रकारहरुलाई पुरस्कार प्रदान गरिएको छ । 
330,"पशुपति क्षेत्र : सुझाव एकातिर, काम अर्कैतिर",national,काठमाडौँ — पशुपति क्षेत्र विकास कोषले गुरुयोजनाबारे छलफल थाल्दै सदस्य सचिव प्रदीपकुमार ढकालले मौलिकता जोगाएर आउँदो पुस्तालाई हस्तान्तरण गर्ने धारणा राखेको ठाउँको केही मिटर पर डोजर चल्दै थियो । 
331,व्यक्तिगत जग्गा कब्जा,national,"बारा — मातृका यादवले नेतृत्व गरेको पुनर्गठित नेकपा माओवादीले बिहीबार बारामा एक व्यक्तिको नाममा रहेको १८ कठ्ठा जग्गा कब्जा गरी गरिब, भूमिहीन तथा दलितमा वितरण गरेको छ । काठमाडौं — पेट्रोलियम पदार्थमा भएको मुल्यवृद्धि विरुद्ध आन्दोलित १३ विद्यार्थी संगठन र वाणिज्य तथा आपूर्तिमन्त्रीबीचका वार्ता बिहीबार पनि विफल भएको छ ।"
332,"हजार बढी विद्यार्थी भूकम्प प्रभावित जिल्लामा, पुनर्निर्माणमा सघाउने",national,पोखरा — पोखरा विश्वविद्यालयमा इन्जिनियरिङ अध्ययनरत एकहजार बढी विद्यार्थी भूकम्पपछिको पुनर्निर्माणमा खटिने भएका छन् । सिभिल इन्जिनियरिङ अध्ययनरत विद्यार्थीलाई पुनर्निर्माणमा खटाउने मन्त्रीपरिषद्को निर्णय र राष्ट्रिय पुनर्निर्माण प्राधिकरणको आग्रह अनुसार विश्वविद्यालयले अभियानमा खटाएको हो ।
333,दमौलीका अधिकांश पसल मापदण्ड विपरित,national,"तनहुँ — तनहुँ सदरमुकाम दमौलीको अधिकांश पसलहरु मापदण्ड विपरित पाइएको छ । नेपाल प्रशासनिक प्रशिक्षण प्रतिष्ठान ललितपुर (स्टाफ कलेज)बाट खटिएका शाखा अधिकृतहरुसहित जिल्ला प्रशासन कार्यालय, घरेलु कार्यालय र उपभोक्ता अधिकारवादीहरुले मंगलबार गरेको अनुगमनमा यस्तो पाइएको हो । स्टाफ कलेजमा तालिमरत १७२ प्रशिक्षार्थी शाखा अधिकृतलाई काठमाडौं उपत्यका र अन्य ११ वटा जिल्लाका विशेष बजारहरुको अनुगमनका लागि खटाउने आपुर्ति मन्त्रालयको निर्णय अनुसार यो अनुमगन गरिएको हो ।"
334,१५ थान मानव खप्परसहित भारतीय पक्राउ,national,काँकडभिट्टा — १५ थान मानव खप्परसहित भारतीय नागरिकलाई प्रहरीले पूर्वी नाकाबाट पक्राउ गरेको छ । भारतबाट नेपालतर्फ अवैध रुपमा भित्र्याइएको मानव खप्परसहित भारत खोरीवारी गोरसिंहजोतका ६६ वर्षीय भगिरथ सिंहलाई इलाका प्रहरी कार्यालय काँकडभिट्टा र सशस्त्र प्रहरीबलको संयुक्त टोलीले भन्सार चेकपोस्ट नजिकैवाट पक्राउ गरेको हो । १५ थान मानव खप्परसहित भारतीय नागरिकलाई प्रहरीले पूर्वी नाकाबाट पक्राउ गरेको छ ।
335,अनलाइनकी प्रबन्ध निर्देशक सापकोटा रिहा,national,काठमाडौँ — काठमाडौं जिल्ला अदालतले विद्युतीय कारोबार ऐनअन्तर्गत मुद्दा चलाएर थुनामा पठाइएकी अनलाइनकी प्रबन्धक एवं निर्देशक प्राप्ती सापकोटालाई धरौटीमा रिहा गरेको छ । सात दिन थुनामा बसेपछि उनी ५० हजार रुपैयाँ धरौटीमा रिहा भएकी हुन् । ‘यिनै हुन्– १४ वर्षीया बालिकालाई जबर्जस्ती बलात्कार गरी हत्या गर्ने प्रहरी । सक्दो सेयर गर्नुहोला’ भन्ने शीर्षकको भ्रामक समाचार आरएमखबर डट कमबाट प्रकाशित गरेको आरोपमा नेपाल प्रहरीको केन्द्रीय अनुसन्धान ब्युरोले साउन १६ मा उनलाई पक्राउ गरेको थियो ।
336,नाकामै निरन्तरता,national,मोरङ — लामो समयपछि संयुक्त लोकतान्त्रिक मधेसी मोर्चाका कार्यकर्ताले नेपाल भारत सिमानाका विरानटगरको रानीमा सुरु गरेको प्रदर्शन र कोणसभालाई निरन्तरता दिएका छन् । मोर्चाले आज पनि सीमानाकामा प्रदर्शन र सभा गरेका छन् । मोर्चाको कोणसभा अबधीभर ४ घण्टा सम्म भारतवाट भित्रिएर विराटनगर तर्फ प्रवेश गर्न लागेका सवारीसाधन र टयांकर भन्सारमै रोकिएको थियो ।
337,ढुंगा लागेर एकको मृत्यु,national,बैतडी — बैतडीको रुदे्रश्वर-७ मा तटबन्ध निर्माणका बेला खसेको पहिरोबाट आएको ढुंगा लागेर एक जनाको मृत्यु भएको छ । बुधबार दिउसो ३ बजेतिर रुद्रेश्वर ७ पंसेराका ५० बर्षीय जने वडको ढुंगा लागेर मृत्यु भएको हो । गाउ छेउमै चमेलिया नदीमा तटबन्ध निर्माणका क्रममा माथिबाट पहिरोसागै आएको ढुंगा लागेर वडको घटनास्थलमै मृत्यु भएको प्रहरीले जनाएको छ । घटना बारे बुझ्न गोकुलेश्वर र सिमार प्रहरी चौकीबाट प्रहरी घटनास्थलमा गएको जिल्ला प्रहरी कार्यालयका प्रहरी निरीक्षक लक्ष्मणबहादुर शाहीले बताए ।
338,बेवारिसे राख्न ‘बा–आमा घर’,national,"ललितपुर — उनी लास देखेर डराउँदैनन् । बेवारिसे शवहरूमा आफ्नै हातले दागबत्ती पनि दिन्छन् । यस्ता फरक व्यक्ति हुन् महालक्ष्मी नगरपालिका–७ चाँगाथलीका विनयजंग बस्नेत । उनले अहिलेसम्म १ सय ४५ वटा बेवारिसे शवको दाहसंस्कार गरिसकेका छन् । यसका लागि आफैंले चार वर्षदेखि अस्पताल, सडक, मठमन्दिर र पाटीमा भेटिएका बेवारिसे शव प्रहरीको सहयोगमा जम्मा पर्दै आइरहेका छन् ।"
339,बाल दुराचारीलाइ साढे दश बर्ष कैद,national,रामेछाप — पाँच बर्षिय बालकलाइ यौन दुराचार गरेको अभियोगमा रामेछाप जिल्ला अदालतले पुरानागाउँ गाविसका एक युवकलाइ साढे दश बर्षको कैद सजाय सुनाएको छ । 
340,सडक पुगेपछि सिमल सखाप,national,खलंगा — दुर्गममा यातायात पुगेसँगै रुकुम र जाजरकोटका पुराना सिमलका रूख मासिएका छन् । तीन वर्षयता मात्र झन्डै १ हजार २ सय सिमलका पुराना रूख काटिएका छन् । सोल — दक्षिण कोरियाको मुजु सहरमा भइरहेको आठौं विश्व तेक्वान्दो एक्स्पोमा सोमबार नेपाली खेलाडीले ८ पदक जितेका छन् ।
341,आगमछे मन्दिर बनाउने जिम्मा समुदायलाई,national,"काठमाडौँ — हनुमान दरबार क्षेत्रको गोप्य मन्दिर आगमछे पुनर्निर्माणको जिम्मा समुदायलाई दिइने भएको छ  । राष्ट्रिय पुनर्निर्माण प्राधिकरणको पहलमा समुदायलाई दिन सहमति भएको हो  । मंगलबार राष्ट्रिय पुनर्निर्माण प्राधिकरणमा स्थानीय जनसमुदाय, जनप्रतिनिधि र जापानका प्रतिनिधि संलग्न छलफलले यसको पुनर्निर्माणको जिम्मा समुदायलाई दिन सहमति भएको हो । यस अघि पुरातत्त्व विभागका तत्कालीन महानिर्देशक भेषनारायण दाहालले यसको निर्माणको जिम्मा जापानलाई दिने तयारी गरेका थिए । यसको स्थानीयवासीले विरोध गरेपछि जापानलाई दिने प्रक्रिया रोकिएको थियो ।"
342,धादिङमा भएको दुर्घटनामा २ को मृत्यु,national,"धादिङ — पृथ्वीराजमार्गमा सोमवार अपरान्ह माईक्रोवसले मोटर साईकललाई ठक्कर दिंदा मोटरसाईकलमा सवार दुईजनाको घटनास्थलमै मृत्यु भएकोछ । काठमाण्डौं वाट मुग्लिन तर्फ जादैं गरेको बा ७३ प ८६९२ नंवरको मोटरसाईकललाई काठमाण्डौं वाट चितवन तर्फ जादैं गरेको ना ५ ख ७२७८नंवरको माईक्रोवसले वेनीघाट-९ ,मालिङ्गा मा ठक्कर दिएको प्रहरीले जनाएकोछ ।ठक्कर दिने माईक्रोचालक फरार रहेकोले खोजतलास भैरहेको वेनीघाट स्थित प्रहरी नायव निरिक्षक भरत दुराले वताए । दुवैजना मृतक युवकहरुको नाम खुल्न नसके पनि खसेको अवस्थामा गुल्मी निवासी विकास अर्यालको मोटरसाईकल चालक ईजाजत पत्र पनि फेला परेको प्रहरीले जनाएकोछ ।"
343,संविधानसभाको म्याद सकिंदैनः श्रेष्ठ,national,धादिङ — राजनीतिक विश्लेषक श्याम श्रेष्ठले संविधानसभा सार्वभौम निकाय भएकोले यसको म्याद तोकिनु र म्याद सकिन्छ भन्नु गलत भएको बताएका छन् । काठमाडौं — सात बुँदे सहमतिप्रति एमाले स्पष्ट नभएको भन्दै माओवादीले सरकार बाहिर रहने पूर्वनिर्णय यथावत राखेको छ । माओवादी स्थायी समिति बैठकले यथास्थितिमा सरकारमा नजाने निर्णय दोहोर्‍याएको छ ।
344,भ्रमण वर्ष प्रवर्द्धनका लागि प्रदेश १ मा ९ सद्भावना दूत नियुक्त,national,"काठमाडौँ — भ्रमण वर्ष प्रवर्द्धनका लागि प्रदेश १ सरकारले ९ जनालाई पर्यटन सद्भावना दूतमा नियुक्त गरेको छ । कालकार दीपाश्री निरौला, हिमाल आरोही काम्रिता शेर्पा, अल्ट्रा धाविका मिरा राई लगायतलाई भ्रमण वर्ष २०२० को सद्भभावना दूतमा प्रदेश सरकारले नियुक्त गरेको हो । "
345,चार सन्तानकी आमालाई जवरजस्ती करणी गर्न खोज्ने पक्राउ,national,हेटौडा — महिलालाई जवरजस्ती करणी गर्न खोजेको आरोपमा प्रहरीले एक व्यक्तिलाई पक्राउ गरेको छ ।३२ वर्षीया महिलालाई स्थानीय जंगलमा जवरजस्तीकरणी गर्न खोजेको आरोपमा वसामाडी गाविस- ८ का ५४ वर्षीय लालवहादुर थिङलाई शुक्रवार प्रह पक्राउ गरेको हो । तातोपानी(सिन्धुपाल्चोक) — सशस्त्र प्रहरी बल तातोपानीका प्रहरी नायव उपरीक्षक हर्कराज पन्तलाई राजश्व अनुसन्धान विभाग र प्रहरीको अपराध अनुसन्धान विभागले तस्करीको अभियोगमा बुधबार धुलिखेलमा नियन्त्रण्मा लिएको छ ।
346,काठमाडौंमा स्यानफोर्ट प्रि–स्कुल,national,"काठमाडौँ — भारतमा उत्कृष्ट प्रि-स्कुलको ब्राण्ड बनाउन सफल स्यानफोर्ट काठमाडौंमा पनि सुरु गरिएको छ । शनिबार प्रहरी अनुसन्धान ब्युरो (सिआईबी) प्रमुख डिआईजी पुष्कर कार्की, अभिनेत्री केकी अधिकारी र स्यानफोर्ट स्कुल समूहका प्रबन्ध निर्देशक एस के राठौरले संयुक्त रुपमा विशालनगर मार्गमा प्रि-स्कुल उद्घाटन गरेका हुन् । कार्यक्रममा प्रबन्ध निर्देशक राठौरले स्कुलमार्फत् बेलायती अवधारणा अनुसार शिक्षा दिने बताए ।"
